       1       1       0
       1       2      16
       1       3      21
       1       4       9
       1       5       2
       1       6       1
       2       1      12
       2       2      31
       2       3      67
       2       4      50
       2       5      36
       2       6      17
       3       1       7
       3       2      19
       3       3      17
       3       4      20
       3       5      19
       3       6      19
